order,round,program,benchmark,seconds,peak_bytes,exit_code,timed_out,output_ok,output,stderr_tail
88,6,koka,b4,0.5518857909992221,26640384,0,False,True,first 37 | last 554962791 | sum-mod 491625299,
89,6,helper,b2,0.30193579199840315,68288512,0,False,True,count 1000000 | sum 499999547508 | smallest 0 | largest 1000002,
90,6,helper,b3,0.15536333299678518,34160640,0,False,True,first 1000000 | last 1 | weighted 166667166667000000,
91,6,rust-same,b3,0.130356458001188,18087936,0,False,True,first 1000000 | last 1 | weighted 166667166667000000,
92,6,koka,b2,0.21249354199972004,54476800,0,False,True,count 1000000 | sum 499999547508 | smallest 0 | largest 1000002,
93,6,rust-same,b2,0.25988279200100806,34406400,0,False,True,count 1000000 | sum 499999547508 | smallest 0 | largest 1000002,
94,6,koka,b3,0.13916150000295602,26624000,0,False,True,first 1000000 | last 1 | weighted 166667166667000000,
95,6,helper,b4,0.3064094590008608,34177024,0,False,True,first 37 | last 554962791 | sum-mod 491625299,
96,6,rust-same,b4,0.30431925000448246,18087936,0,False,True,first 37 | last 554962791 | sum-mod 491625299,
97,6,helper,share-b1,0.6467117920037708,68288512,0,False,True,sum 500100500000 | first 101 | last 1000100 | rounds-differ 100 | prev-sum 500099500000,
98,6,rust-same,b1,0.16301941699930467,18087936,0,False,True,sum 500100500000 | first 101 | last 1000100,
99,7,koka,b1,0.1400522500043735,26624000,0,False,True,sum 500100500000 | first 101 | last 1000100,
100,7,rust-same,b1,0.16782237499865005,18087936,0,False,True,sum 500100500000 | first 101 | last 1000100,
101,7,koka,share-b1,0.5297104159981245,68747264,0,False,True,sum 500100500000 | first 101 | last 1000100 | rounds-differ 100 | prev-sum 500099500000,
102,7,rust-same,b2,0.26186566700198455,34406400,0,False,True,count 1000000 | sum 499999547508 | smallest 0 | largest 1000002,
103,7,helper,b2,0.28715979200205766,68288512,0,False,True,count 1000000 | sum 499999547508 | smallest 0 | largest 1000002,
104,7,helper,share-b1,0.6469398750050459,68288512,0,False,True,sum 500100500000 | first 101 | last 1000100 | rounds-differ 100 | prev-sum 500099500000,
105,7,koka,b3,0.1385975830053212,26624000,0,False,True,first 1000000 | last 1 | weighted 166667166667000000,
106,7,rust-same,b3,0.13120795800205087,18087936,0,False,True,first 1000000 | last 1 | weighted 166667166667000000,
107,7,helper,b3,0.1561327080053161,34160640,0,False,True,first 1000000 | last 1 | weighted 166667166667000000,
108,7,helper,b4,0.30720354199729627,34177024,0,False,True,first 37 | last 554962791 | sum-mod 491625299,
109,7,koka,b4,0.5341941670048982,26640384,0,False,True,first 37 | last 554962791 | sum-mod 491625299,
110,7,helper,b1,0.1691039580036886,34160640,0,False,True,sum 500100500000 | first 101 | last 1000100,
111,7,rust-same,b4,0.29961170900060097,18087936,0,False,True,first 37 | last 554962791 | sum-mod 491625299,
112,7,koka,b2,0.21150920899526682,54476800,0,False,True,count 1000000 | sum 499999547508 | smallest 0 | largest 1000002,
113,8,helper,b3,0.156145374996413,34160640,0,False,True,first 1000000 | last 1 | weighted 166667166667000000,
114,8,rust-same,b4,0.30291712500184076,18087936,0,False,True,first 37 | last 554962791 | sum-mod 491625299,
115,8,koka,b3,0.13888575000601122,26624000,0,False,True,first 1000000 | last 1 | weighted 166667166667000000,
116,8,rust-same,b1,0.1628096659987932,18087936,0,False,True,sum 500100500000 | first 101 | last 1000100,
117,8,helper,b2,0.28634362499724375,68288512,0,False,True,count 1000000 | sum 499999547508 | smallest 0 | largest 1000002,
118,8,koka,b4,0.5335023750012624,26640384,0,False,True,first 37 | last 554962791 | sum-mod 491625299,
119,8,koka,b2,0.2126879999996163,54476800,0,False,True,count 1000000 | sum 499999547508 | smallest 0 | largest 1000002,
120,8,koka,b1,0.13710895800613798,26624000,0,False,True,sum 500100500000 | first 101 | last 1000100,
121,8,rust-same,b2,0.25920441599737387,34406400,0,False,True,count 1000000 | sum 499999547508 | smallest 0 | largest 1000002,
122,8,helper,share-b1,0.6502245000010589,68288512,0,False,True,sum 500100500000 | first 101 | last 1000100 | rounds-differ 100 | prev-sum 500099500000,
123,8,rust-same,b3,0.12775554099789588,18087936,0,False,True,first 1000000 | last 1 | weighted 166667166667000000,
124,8,helper,b4,0.3070498330052942,34177024,0,False,True,first 37 | last 554962791 | sum-mod 491625299,
125,8,helper,b1,0.16869212500023423,34160640,0,False,True,sum 500100500000 | first 101 | last 1000100,
126,8,koka,share-b1,0.5093390830006683,68747264,0,False,True,sum 500100500000 | first 101 | last 1000100 | rounds-differ 100 | prev-sum 500099500000,
127,9,helper,b4,0.3058041249969392,34177024,0,False,True,first 37 | last 554962791 | sum-mod 491625299,
128,9,koka,b4,0.5332632909994572,26640384,0,False,True,first 37 | last 554962791 | sum-mod 491625299,
129,9,koka,share-b1,0.5091940829952364,68747264,0,False,True,sum 500100500000 | first 101 | last 1000100 | rounds-differ 100 | prev-sum 500099500000,
130,9,rust-same,b1,0.16317604100186145,18087936,0,False,True,sum 500100500000 | first 101 | last 1000100,
131,9,koka,b3,0.1385031669997261,26624000,0,False,True,first 1000000 | last 1 | weighted 166667166667000000,
132,9,koka,b2,0.21283920900168596,54476800,0,False,True,count 1000000 | sum 499999547508 | smallest 0 | largest 1000002,
133,9,rust-same,b2,0.26035570899693994,34406400,0,False,True,count 1000000 | sum 499999547508 | smallest 0 | largest 1000002,
134,9,helper,b3,0.1564291249960661,34160640,0,False,True,first 1000000 | last 1 | weighted 166667166667000000,
135,9,helper,b2,0.28853162500308827,68288512,0,False,True,count 1000000 | sum 499999547508 | smallest 0 | largest 1000002,
136,9,helper,b1,0.1691369579930324,34160640,0,False,True,sum 500100500000 | first 101 | last 1000100,
137,9,rust-same,b4,0.3064824579996639,18087936,0,False,True,first 37 | last 554962791 | sum-mod 491625299,
138,9,koka,b1,0.14109374999679858,26624000,0,False,True,sum 500100500000 | first 101 | last 1000100,
139,9,rust-same,b3,0.13377770799706923,18087936,0,False,True,first 1000000 | last 1 | weighted 166667166667000000,
140,9,helper,share-b1,0.6644260000030044,68288512,0,False,True,sum 500100500000 | first 101 | last 1000100 | rounds-differ 100 | prev-sum 500099500000,
141,10,koka,b1,0.13814583399653202,26624000,0,False,True,sum 500100500000 | first 101 | last 1000100,
142,10,helper,b1,0.17135533300461248,34160640,0,False,True,sum 500100500000 | first 101 | last 1000100,
143,10,koka,share-b1,0.5123592500021914,68747264,0,False,True,sum 500100500000 | first 101 | last 1000100 | rounds-differ 100 | prev-sum 500099500000,
144,10,rust-same,b4,0.3049916250020033,18087936,0,False,True,first 37 | last 554962791 | sum-mod 491625299,
145,10,rust-same,b2,0.2606792080041487,34406400,0,False,True,count 1000000 | sum 499999547508 | smallest 0 | largest 1000002,
146,10,rust-same,b1,0.16317358399828663,18087936,0,False,True,sum 500100500000 | first 101 | last 1000100,
147,10,helper,share-b1,0.6553820000044652,68288512,0,False,True,sum 500100500000 | first 101 | last 1000100 | rounds-differ 100 | prev-sum 500099500000,
148,10,helper,b3,0.15574145800201222,34160640,0,False,True,first 1000000 | last 1 | weighted 166667166667000000,
149,10,helper,b4,0.306658832996618,34177024,0,False,True,first 37 | last 554962791 | sum-mod 491625299,
150,10,rust-same,b3,0.12580387499474455,18087936,0,False,True,first 1000000 | last 1 | weighted 166667166667000000,
151,10,helper,b2,0.30724345799535513,68288512,0,False,True,count 1000000 | sum 499999547508 | smallest 0 | largest 1000002,
152,10,koka,b4,0.5536520000023302,26640384,0,False,True,first 37 | last 554962791 | sum-mod 491625299,
153,10,koka,b2,0.21527487500134157,54476800,0,False,True,count 1000000 | sum 499999547508 | smallest 0 | largest 1000002,
154,10,koka,b3,0.1377124169957824,26624000,0,False,True,first 1000000 | last 1 | weighted 166667166667000000,
